,name,tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
68,扎针,4.0,0.001147,0.009222,0.012521,-0.016258,-0.004095,0.032245,-0.007298,0.012697,0.001065,-0.003977,0.0033,0.001812,0.00032,0.000633,-0.016557,-0.00622,-0.006013,-0.00983,-0.012057,-0.010107,-0.005869,-0.007237,0.001806,-0.008056,0.015728,-0.029006,-0.027351,0.007985,-0.029199,-0.017648,-0.019762,-0.006997,0.006056,-0.008094,0.014826,0.011145,0.014171,0.028516,0.011171,0.005146,-0.007027,0.008281,0.01057,0.036094,-0.019063,-0.012333,-0.002971,-0.035433,-0.011933,-0.015314,-0.013738,-0.00696,0.011573,-0.01748,-0.020219,-0.004211,-0.018064,0.012778,-0.002552,0.011611,-0.010211,-0.015188,-0.00857,-0.004927,0.002023,-0.024299,0.022661,0.003736,0.00013,-0.021459,-0.017692,0.014187,0.007336,-0.026619,0.014924,0.011202,-0.0245,-0.012917,-0.021619,-0.013891,0.01522,0.013369,-0.026383,-0.044168,0.002937,0.005314,-0.001229,0.001652,-0.014088,-0.001834,0.005189,-0.009599,0.002121,0.015629,-0.025471,-0.004334,-0.014651,-0.028804,-0.025234,0.005454
69,牛皮癣,2.0,0.003636,0.002616,-0.010237,-0.012453,-0.016821,-0.009064,-0.024586,0.008442,-0.032068,0.010127,-0.008552,-0.00247,0.006544,0.013426,-0.035594,-0.021975,0.006386,-0.007582,0.003198,0.002303,-0.009398,-0.045545,0.000208,-0.012449,0.011047,0.015092,-0.010161,-0.012541,0.008981,0.020474,-0.002005,0.026206,0.030924,0.015552,0.005862,0.008278,0.013575,0.022399,0.009415,-0.000197,-0.010453,-0.009452,-0.018202,-0.001918,0.004603,0.000715,-0.011015,0.006067,-0.013593,0.007476,-0.020831,-0.018024,-0.021044,-0.008955,-0.003566,-0.006314,-0.016667,-0.003713,0.000426,-0.001329,3.4e-05,0.017803,-0.005762,-0.002396,-0.004376,-0.025755,0.017837,0.003776,-0.010796,6e-05,0.010026,0.023364,-0.015796,-0.033846,0.009769,0.003746,-0.006725,-0.020636,-0.024397,-0.003759,-0.005273,0.006748,0.004093,-0.016312,-0.014873,0.004642,-0.007638,0.010846,-0.026082,0.012803,-0.003891,0.01943,-0.012222,0.017694,-0.033901,-0.003785,-0.000471,0.013664,-0.00769,-0.009924
70,散寒,4.0,0.005586,0.023366,-0.011029,0.025566,-0.000505,-0.017251,0.042081,0.009162,-0.005566,0.016741,-0.008318,0.001779,0.006265,-0.033818,0.038476,-0.001205,0.007514,0.021706,0.007413,-0.007876,0.000333,0.039744,0.019563,0.013799,-0.026145,0.073521,0.067163,-0.020169,0.025779,0.006515,0.003479,0.023499,-0.002178,0.006042,-0.013861,0.008576,-0.036453,-0.048914,-0.028208,-0.039862,0.024548,0.041202,0.017815,-0.008649,0.003666,0.032644,0.003363,-0.002822,0.064815,-0.023483,-0.017967,-0.020151,0.041514,0.028224,0.00858,-0.001677,-0.002102,-0.015788,-0.023213,0.029143,-0.047031,-0.006891,-0.005712,0.01264,0.001317,0.002426,-0.038108,0.000601,0.0365,0.026467,-0.059875,0.026978,-0.025738,0.003128,-0.017678,-0.016896,-0.010343,-0.030878,0.013542,0.043893,0.009654,0.04023,0.047018,-0.026258,0.012934,-0.027889,-0.00132,-0.042065,0.018475,-0.060854,-0.008563,0.025969,0.009448,-0.01833,0.014986,0.002915,-0.009988,-0.043399,0.019248,-0.014754
71,肾炎,2.0,0.055302,-0.043265,-0.001323,0.046706,0.036681,-0.112136,0.089125,-0.102154,0.077334,0.043894,0.013075,-0.044542,-0.07263,0.020408,0.02318,0.029362,-0.095085,0.012817,-0.086846,0.02482,-0.080979,0.111924,0.047336,-0.008198,0.006935,0.087296,-0.042398,0.054682,0.06481,-0.009891,-0.008457,-0.091016,0.033716,0.011723,0.059157,0.090188,-0.032416,-0.007651,0.044575,-0.016396,0.073384,0.044886,-0.064525,-0.076673,0.043637,0.024266,-0.032421,0.02423,-0.052592,0.080674,-0.018257,-0.04215,0.005341,-0.015672,-0.057402,-0.0736,0.018898,-0.086713,-0.005551,0.110719,-0.108608,0.062178,-0.031897,-0.053312,-0.029803,-0.06185,0.00022,0.01978,0.04285,-0.00332,-0.019811,-0.002905,-0.072448,0.051181,-0.100061,-0.006409,0.013357,-0.01346,0.051659,-0.088675,-0.011409,-0.017841,0.043537,0.042895,0.080787,-0.112132,-0.082938,0.050237,0.007213,0.015692,-0.091503,0.033505,-0.074392,-0.022433,-0.08317,0.044638,0.00469,0.048266,-0.050912,0.018366
72,菟丝子,4.0,0.018591,-0.015875,-0.02399,0.02811,0.019522,-0.105128,0.081182,-0.082146,0.08028,0.09418,0.01233,-0.100923,-0.010539,-0.007188,0.063241,0.036611,-0.099649,0.019202,-0.067003,0.07373,-0.058985,0.1003,0.096662,0.002115,-0.022845,0.033343,-0.001215,-0.014336,0.070967,-0.030793,0.072724,-0.099539,-0.003812,0.001359,0.050774,0.021225,-0.020931,-0.021423,-0.003594,-0.035442,0.045389,0.070455,-0.034017,-0.058102,0.031056,0.024655,-0.004588,0.025969,-0.003673,0.104836,0.037855,-0.038695,-0.030944,0.027969,0.01868,-0.051699,0.085299,-0.096074,-0.011328,0.070786,-0.096567,0.033932,-0.005622,0.023438,0.0001,-0.022599,0.009104,-0.001426,0.062856,0.051708,-0.02477,0.001244,-0.040019,0.083866,-0.095898,-0.036233,-0.0225,-0.05314,0.053168,-0.006438,0.009373,0.015753,0.093327,0.105753,0.099022,-0.087118,-0.035185,0.012772,0.027215,-0.01206,-0.061235,0.016912,-0.051307,-0.061512,-0.006084,0.045977,0.013255,0.034896,-0.040313,0.005333
73,通便,4.0,0.014639,0.024238,0.007563,0.001939,-0.028913,0.010675,0.00473,0.012555,-0.009246,0.003573,-0.001276,0.010231,0.015963,0.021893,0.00132,-0.040467,-0.02246,-0.016186,0.020872,-0.009727,-0.002603,-0.001676,0.00614,-0.009499,-0.023168,0.028601,0.044488,-0.016973,0.011036,0.002112,0.028449,0.010529,0.01367,-0.030514,-0.013455,0.010218,-0.005495,0.01009,0.014042,-0.018999,-0.002471,0.00533,-0.003604,-0.00914,0.008006,0.017773,-0.031538,0.000727,0.029788,-0.037958,-0.011479,-0.013507,-0.011631,0.015584,0.025256,-0.012498,0.023276,-0.008432,0.011225,-3.7e-05,-0.007122,-0.009542,-0.012921,0.01766,-0.025954,-0.021549,0.013855,0.012251,0.001139,0.008718,-0.034227,-0.00481,-0.026435,0.000772,-0.014574,0.011151,-0.001147,-0.018728,0.012732,0.008292,-0.00053,-0.005364,0.021836,0.004169,-0.022681,0.028741,-0.008293,-0.010082,-0.004422,-0.006341,0.00336,0.0082,0.022139,0.015311,0.005073,0.005948,0.024395,-0.006627,0.018175,-0.000439
74,桑菊饮,4.0,-0.010852,0.041101,0.010676,0.004592,0.000987,0.018249,0.02184,-0.012316,-0.011452,0.05471,0.003504,-0.034685,0.039405,-0.026722,0.029222,-0.024559,0.001269,0.009173,0.002493,-0.005923,0.00758,0.022469,0.052327,0.009682,-0.019091,0.058674,0.036574,-0.062394,0.028226,-0.00948,0.04889,0.002062,-0.022069,0.033594,-0.018311,0.005069,-0.013959,-0.024993,-0.044492,-0.021415,0.016184,0.058762,0.029604,-0.012251,-0.001029,0.011915,0.003149,0.025507,0.102459,-0.007532,-0.015466,-0.012018,0.035799,0.010341,0.04729,0.018992,0.018868,-0.01661,-0.012786,0.027955,-0.033043,-0.026919,-0.001392,0.041005,-0.017878,0.000446,-0.022407,0.001042,0.037369,0.048305,-0.073043,0.004598,-0.041706,0.00082,-0.022661,-0.00363,-0.023477,-0.056537,0.034117,0.068146,0.026303,0.079749,0.041164,0.017517,0.017459,0.011625,0.040704,-0.026784,0.021479,-0.039589,0.010404,0.021576,0.031857,-0.017511,0.042057,-0.00393,0.006964,-0.055549,0.026478,-0.044031
75,疏泄,4.0,0.027901,0.04783,0.0038,0.021417,-0.042989,0.027868,0.022459,0.035963,-0.021835,0.044273,-0.002293,0.040067,0.030534,-0.001647,0.045305,-0.052162,-0.014354,-0.008196,0.029839,-0.044648,0.024334,0.024746,0.009977,-0.006214,-0.055643,0.058933,0.085808,-0.037194,0.033055,-0.003585,0.018153,0.036729,-0.00069,-0.060343,-0.035012,-0.032779,-0.035615,-0.02176,-0.014899,-0.065919,-0.001844,0.042762,0.028203,-0.02855,0.015732,0.050097,-0.044263,0.016234,0.091515,-0.077304,-0.043792,-0.023746,0.018119,0.030036,0.048026,-0.009656,0.010816,-0.014813,-0.009343,-0.008378,-0.016041,-0.014833,0.004499,0.023454,-0.017249,-0.026834,0.009142,0.015778,0.005151,0.022668,-0.086963,0.007483,-0.036331,-0.004992,-0.006073,0.010302,-0.012848,-0.011811,0.019088,0.057158,0.008704,0.02434,0.047775,-0.025475,-0.042288,0.033103,0.003163,-0.061504,0.014235,-0.052575,0.015148,0.048965,0.058443,-5.8e-05,0.014664,0.003325,0.005538,-0.052476,0.059071,-0.023042
76,扁豆,4.0,0.04165,-0.005679,-0.04322,0.038659,0.036638,-0.10579,0.07561,-0.052769,0.041028,0.065858,0.004521,-0.033236,-0.03736,-0.0465,0.047901,0.016093,-0.080274,0.040036,-0.082897,0.016957,-0.025894,0.073143,0.051264,0.017815,-0.033507,0.070083,-0.00077,-0.008469,0.085699,-0.004893,0.019826,-0.058187,0.002378,-0.01644,0.014793,0.021215,-0.056693,-0.063437,-0.032259,-0.046621,0.058098,0.029612,-0.031737,-0.079403,0.01953,0.015971,0.017864,0.047113,-0.002096,0.071873,0.021407,-0.044136,-0.018648,0.014774,0.015961,-0.067245,0.045715,-0.061293,0.002437,0.045567,-0.053047,0.042693,0.005818,0.014548,0.0072,-0.015073,-0.0059,0.013159,0.040519,0.026274,-0.00357,0.01174,-0.040455,0.059229,-0.050067,-0.057128,-0.012141,0.002713,0.061825,0.013407,0.006728,0.008494,0.048309,0.053547,0.060622,-0.104136,-0.008784,-0.011147,0.036523,-0.030249,-0.042559,0.026823,-0.029893,-0.057999,-0.014441,0.051731,-0.006589,0.009815,0.005587,0.014958
77,化疗,4.0,0.009908,0.013468,-0.000523,0.011093,0.000771,-0.025962,0.018565,-0.013093,0.006162,0.029071,-0.004815,-0.000187,-0.0155,-0.009701,0.012715,-0.017539,-0.025089,0.012217,-0.039398,-0.011035,-0.014441,0.016355,0.015574,0.012373,0.002729,0.034303,-0.022013,0.003266,0.03702,0.000607,-0.022461,-0.024711,0.006954,-0.001514,0.0174,0.021055,-0.019312,0.000467,0.004016,-0.013796,0.015888,0.018866,-0.022287,-0.024267,-0.001416,-0.005941,0.003177,0.012408,-0.020213,0.01473,-0.031273,-0.025724,-0.001069,-0.019428,-0.01997,-0.030291,-0.004389,-0.03146,-0.006699,0.034555,-0.02824,0.019432,-0.008644,0.003204,-0.012421,-0.028676,0.003643,0.010666,0.013811,0.007118,-0.000788,0.013879,-0.011934,-0.005023,-0.010728,-0.014395,-0.007873,-0.004565,0.006882,-0.00092,0.003443,0.019741,-0.006931,-0.015254,0.001404,-0.029536,-0.01651,0.003713,-0.015419,-0.000608,-0.014464,0.015988,-0.008604,-0.003006,-0.045677,0.005935,-0.019472,-0.001338,-0.006789,-0.013347
78,开胃,4.0,0.022446,0.028468,-0.003116,0.039631,-0.018099,-0.010906,0.050019,0.0344,-0.023075,0.01061,-0.028427,0.036587,0.012026,-0.026563,0.045857,-0.029262,0.005415,0.00202,0.002492,-0.032538,0.014862,0.026869,0.008716,0.00482,-0.033683,0.070888,0.088564,-0.014047,0.029971,0.028832,0.016441,0.028447,0.002628,-0.022308,-0.03953,-0.029822,-0.026887,-0.048084,-0.034186,-0.058164,0.01205,0.025288,0.01686,-0.009455,0.00815,0.034939,-0.019759,0.030889,0.040103,-0.050662,-0.034607,-0.016059,-0.001591,0.037505,0.01443,-0.011821,0.01906,-0.022534,-0.013954,-0.005494,-0.004891,-0.001853,0.012143,0.021319,-0.000433,0.022333,-0.037062,-0.018822,0.017093,0.034632,-0.05572,0.019965,-0.018924,0.033307,-0.006791,-0.009935,0.024104,-0.011365,-0.013335,0.067994,-0.002371,0.028398,0.011948,-0.013229,-0.033114,-0.013633,0.002747,-0.037753,0.010964,-0.054474,0.020374,0.012072,0.013893,-0.038604,0.004679,0.008302,-0.028716,0.016172,0.047624,-0.010898
79,肾阴,3.0,0.01338,0.008648,-0.001591,0.00678,0.003387,0.010124,0.035758,0.007619,-0.032417,-0.01822,-0.007917,0.023873,-0.000238,-0.027947,0.01754,-0.013373,0.037674,0.003639,0.009041,-0.000574,0.038456,-0.001053,0.003406,0.009605,-0.023054,0.066508,0.079257,0.003508,0.017214,0.023449,0.023363,0.015629,0.007734,0.019453,-0.020595,-0.00488,-0.043579,-0.058157,-0.030145,-0.033369,0.023874,0.016778,0.014807,-0.00389,-0.004587,0.002334,-0.010931,0.046989,0.048496,-0.054429,-0.025066,-0.008161,0.035444,0.009851,0.017688,-0.002334,0.009687,0.01286,0.006588,-0.005572,-0.0249,-0.010308,0.01291,0.021482,-0.020849,0.036274,-0.055672,-0.033781,0.005142,0.035114,-0.048051,-0.003472,-0.01887,-0.014404,-0.006656,-0.01358,0.022075,-0.02752,0.006981,0.05448,0.012164,0.024383,0.013764,6.9e-05,-0.014564,-0.007255,0.009146,-0.01159,0.022211,-0.0425,0.012656,0.045018,0.011859,-0.020554,0.034398,0.003075,0.014601,-0.005736,0.035177,-0.004845
80,呕逆,2.0,0.010859,0.064901,-0.000323,0.032979,-0.017307,0.021798,0.048803,0.019521,-0.014278,0.081701,-0.007083,-0.009907,0.036975,-0.027342,0.09046,-0.001007,-0.001889,-0.005021,0.009527,0.003295,0.022801,0.076363,0.049254,0.00061,-0.04352,0.067897,0.093533,-0.04834,0.039909,-0.011407,0.030176,0.013658,-0.041851,-0.004881,-0.012063,-0.057443,-0.048763,-0.049664,-0.043798,-0.076467,-0.01274,0.088574,0.036753,-0.009288,-0.002844,0.025231,-0.010209,-0.005664,0.111775,-0.032285,-0.022197,-0.017237,0.061042,0.034939,0.044848,0.040395,0.001141,-0.037522,-0.038333,0.021463,-0.064708,-0.017318,0.020522,0.046528,0.025007,0.007804,-0.021783,-0.02103,0.045065,0.034993,-0.099333,0.006486,-0.016103,0.031518,-0.016174,-0.020661,-0.029771,-0.080119,0.020265,0.070801,0.033141,0.079201,0.086776,0.015127,0.016153,-0.001007,0.018699,-0.083616,0.04154,-0.101782,0.01467,0.051714,0.055041,-0.049879,0.043219,0.000898,-0.017389,-0.064963,0.035897,-0.064587
81,红枣,4.0,-0.012618,-0.007398,0.013637,0.014623,-0.00482,-0.039733,0.058559,-0.061735,0.071411,0.041127,0.029607,-0.091861,0.02277,0.008381,0.033604,0.008389,-0.05282,0.022049,-0.032766,0.040513,-0.016253,0.043469,0.075002,0.01763,-0.017883,0.010108,0.019008,-0.044262,0.00908,-0.056759,0.107304,-0.074737,-0.015393,0.016542,0.047735,0.038483,0.009244,-0.00953,-0.019387,0.013399,0.039995,0.073524,-0.00289,-0.009903,0.024608,-0.000336,-0.006433,0.009988,0.037624,0.048839,0.038717,-0.014766,-0.0335,0.032195,0.056068,-0.0396,0.085695,-0.069249,-0.008822,0.04211,-0.067759,-0.009335,-0.032677,0.043234,-0.014507,-0.019723,0.014173,0.011994,0.072431,0.072835,-0.053532,-0.013993,-0.040148,0.028991,-0.099745,-0.003187,-0.02338,-0.066303,0.048109,0.023897,0.039777,0.040716,0.075577,0.089204,0.067942,-0.021082,-0.003076,0.024425,0.016291,0.000608,-0.017095,-0.023505,-0.010529,-0.039787,0.040599,0.021481,0.037908,-0.01159,-0.022654,0.006615
82,胸膜炎,2.0,0.043411,-0.004402,0.007485,0.020704,0.017551,-0.050113,0.060525,-0.051458,0.033335,0.012644,0.01129,-0.015485,-0.039417,0.024178,0.014069,0.014254,-0.041049,-0.004292,-0.056556,0.020258,-0.02995,0.080514,0.022108,-0.011396,-0.014357,0.05825,-0.001589,0.033909,0.03235,-0.006182,0.002432,-0.044278,0.018975,6.5e-05,0.024811,0.045302,-0.024505,-0.021655,0.030674,-0.024316,0.049155,0.028223,-0.023621,-0.027711,0.014373,0.016244,-0.041871,9.6e-05,-0.001155,0.014641,-0.030037,-0.023476,0.01247,-0.009876,-0.027835,-0.028773,0.006775,-0.042726,-0.016587,0.055765,-0.074456,0.030745,-0.030016,-0.021618,-0.034867,-0.033298,-0.01195,0.006935,0.040787,0.006832,-0.05022,-3.8e-05,-0.048705,0.013866,-0.066544,0.003799,0.007617,-0.031645,0.030155,-0.046088,-0.003271,-0.004095,0.031166,0.012171,0.037951,-0.056671,-0.04244,0.015202,0.015033,-0.000459,-0.04708,0.028127,-0.045246,-0.005478,-0.033664,0.020675,0.001571,0.00664,-0.036286,0.006409
83,烂,3.0,-0.02109,0.028137,-0.001995,-0.032886,-0.0289,0.048521,-0.039904,0.039986,-0.03978,-0.012951,0.002218,0.019965,0.048443,-0.015105,-0.009442,-0.046504,0.027715,-0.029856,0.040227,0.009355,0.028966,-0.03864,0.014121,-0.009659,-0.002674,-0.037853,0.01499,-0.023035,-0.00144,0.008749,0.012045,0.012416,-0.015331,0.001601,-0.021095,-0.038587,0.029255,0.03127,-0.018517,0.018411,-0.033531,-0.022718,0.014719,0.023235,-0.00099,-0.003491,-0.001062,0.004689,0.007937,-0.034286,0.019066,0.008473,-0.001617,0.000271,0.024063,0.021602,0.008,0.019629,0.014114,-0.027673,0.03704,-0.024146,0.000188,0.039689,-0.007928,0.025025,0.007377,-0.01867,-0.019422,0.015719,0.003707,-0.005227,0.038142,0.013428,0.017573,0.006427,0.002455,-0.020667,-0.02065,0.055027,-0.00465,0.004806,-0.016562,0.027282,-0.02382,0.045376,0.029002,-0.010833,-0.002558,0.002269,0.042682,-0.002075,0.02622,0.018706,0.034956,-0.016247,0.004258,0.011227,0.019863,0.010211
84,秽浊,3.0,-0.004515,0.028721,0.014801,0.014172,-0.016604,0.028462,-0.011508,0.021976,-0.027107,0.030798,-0.013357,-0.00026,0.022018,-0.00284,0.010621,-0.011606,0.008134,-0.003304,0.016727,-0.017245,0.02412,-0.004144,0.011318,-0.002778,-0.010326,0.0262,0.025153,-0.034264,0.011801,0.008222,0.004047,0.031015,-0.003627,-0.007188,-0.029137,-0.001591,-0.006309,-0.021814,-0.020912,-0.011135,-0.006125,0.023724,0.00822,-0.009281,0.002005,0.016906,-0.007732,-0.00186,0.054097,-0.016385,-0.029448,0.006469,0.006178,-0.004677,0.022239,0.026069,-0.010879,-0.002942,-0.020322,-0.0085,0.012054,-0.012298,0.0079,-0.00559,-0.008221,-0.000436,0.014716,0.003678,0.003818,0.007723,-0.035943,0.002641,-0.021728,-0.007283,0.003994,-0.009657,-0.018503,-0.003531,0.00841,0.026327,0.016016,0.036496,0.012855,-0.029233,-0.018003,0.024899,0.01611,-0.022832,-0.005446,-0.020541,0.02463,0.010549,0.032529,0.001966,0.013147,-0.009855,0.004802,-0.032985,0.020468,-0.043515
85,厚,3.0,0.013608,-0.054064,-0.019588,0.028676,0.004628,-0.050445,0.022847,-0.019637,0.021491,0.01413,-0.00666,-0.010988,-0.007913,0.007795,0.033197,0.022949,-0.018906,-0.00489,0.033068,0.030714,-0.018387,0.019088,0.014203,-0.01813,-0.001505,0.023019,0.031202,0.023903,0.038695,0.005592,0.020028,-0.014278,0.008382,-0.010581,-0.005954,-0.00956,-0.003758,-0.011105,0.007145,-0.007057,-0.008402,-0.005187,-0.022902,-0.051146,0.063985,0.044119,-0.010455,0.036223,-0.012615,0.030267,0.053147,-0.010101,-0.033453,0.036881,0.023522,-0.012432,0.05114,-0.041701,0.011089,0.00367,-0.022559,0.023629,0.029553,-0.024075,0.015319,0.022333,-0.002413,-0.02356,-0.009738,0.013259,0.024191,-0.017442,-0.014982,0.075699,-0.040487,-0.001766,0.040411,0.019676,0.036295,-0.017267,-0.009828,-0.040797,0.048888,0.080853,0.038506,-0.025629,-0.036193,-0.002742,0.028857,0.001955,-0.030905,0.014008,-0.016858,-0.037713,0.028205,0.0266,0.037857,0.073586,0.023753,0.000423
86,固涩,3.0,0.023557,0.014327,-0.011498,0.056564,0.00918,-0.058011,0.069562,-0.040395,0.021011,0.042341,-0.007113,0.001151,-0.023103,-0.025847,0.08188,0.006291,-0.051439,0.002608,-0.020509,0.0371,-0.008443,0.085315,0.042575,0.017139,-0.023905,0.079128,0.060513,0.005776,0.070603,0.002928,0.01731,-0.038728,-0.011633,0.003726,-0.001771,0.002771,-0.063204,-0.040583,-0.013687,-0.035936,0.017116,0.035106,-0.030344,-0.068725,0.015732,0.02195,0.020081,0.042971,0.03251,0.035039,0.004352,-0.031669,0.026049,0.00705,0.006945,-0.006959,0.030673,-0.065498,-0.015395,0.048208,-0.071032,0.031886,0.015478,0.009133,0.008431,0.015869,-0.029899,-0.01565,0.047022,0.029089,-0.033787,-0.017734,-0.022339,0.079216,-0.071955,-0.036182,0.022927,-0.030972,0.05879,0.009149,-0.005248,-0.008811,0.070412,0.062731,0.031727,-0.069561,-0.028137,-0.03241,0.044158,-0.05619,-0.042413,0.045085,0.005494,-0.056416,0.022139,0.018707,0.014781,0.023502,0.005224,-0.031498
87,疳症,2.0,0.029638,0.018695,0.007247,-0.027356,-0.022292,0.094236,-0.030318,0.025537,0.008892,-0.035362,0.031475,0.072384,-0.02331,-0.001695,-0.047672,-0.086964,-0.005781,-0.032774,0.044472,-0.016939,0.00435,0.026108,-0.013795,-0.021016,-0.033484,-0.065909,-0.051257,-0.002133,-0.023477,-0.019929,-0.013334,0.006991,-0.006227,-0.080319,-0.008086,0.063857,0.00828,0.082675,0.037957,-0.021898,0.024364,-0.008101,0.028721,0.013995,-0.033344,0.032496,-0.052611,-0.056577,0.027238,-0.091485,-0.026831,-0.00519,0.023007,0.006334,-0.0339,-0.040794,0.00141,0.040173,0.032634,-0.024098,-0.031282,-0.039974,-0.049802,0.006662,-0.074756,-0.054436,0.017211,0.049459,0.013335,-0.037938,-0.060208,0.043371,0.006364,-0.035477,-0.001515,0.027402,-0.026364,-0.003138,-0.029533,-0.004307,-0.019697,-0.020643,-0.069263,-0.08261,0.003139,0.045254,-0.020885,-0.000476,-0.029975,0.020993,-0.019263,0.007149,-0.001282,0.085993,-0.043684,-0.02299,-0.033378,-0.09367,-0.037651,0.07388
88,积滞,3.0,0.011947,0.005632,0.007061,-0.001614,-0.032613,0.018181,-0.002293,0.030114,0.00868,-0.01781,0.01069,-0.006586,0.021473,-0.000846,-0.007964,-0.022973,0.023592,-0.009995,0.034343,-0.013617,0.020188,-0.015885,-0.008902,-0.008128,-0.007058,0.007341,0.023654,0.006498,0.000977,0.000122,-0.003499,0.016104,-0.00245,-0.023264,0.024009,-0.029812,-0.000777,0.002876,0.004001,-0.02479,-0.010041,0.018509,0.021216,0.018804,0.008169,0.002355,-0.007306,-0.012929,0.000909,-0.046131,0.007121,-0.009645,0.024235,0.020649,0.019493,0.006426,-0.000328,0.007744,-0.001241,-0.001561,-0.0057,0.000366,-0.001217,0.011813,0.006892,-0.003939,0.008975,-0.000521,-0.008501,-0.01653,-0.013401,-0.001491,0.004862,-0.01406,0.005841,0.01239,0.012539,-0.018501,-0.015415,0.016659,0.006704,0.00686,0.021592,-0.004859,-0.004246,0.016526,0.005673,-0.01573,0.007565,-0.016412,0.005023,0.007482,0.004024,0.000303,0.003604,0.007747,0.004948,0.012778,0.011494,0.019507
89,不舒,3.0,0.031663,0.021112,5e-06,0.024193,-0.01429,0.000454,0.035145,0.027975,-0.032169,-0.009943,-0.023847,0.042906,0.003691,-0.001825,0.030349,-0.012922,0.018868,-0.0144,0.02048,-0.018545,0.010582,0.035525,-0.005047,-0.020028,-0.027469,0.078616,0.092826,0.017213,0.034889,0.028527,-0.010605,0.03492,0.006972,-0.023721,-0.034182,-0.030975,-0.030145,-0.049256,-0.014508,-0.04968,-0.001709,0.009364,0.010369,-0.020022,0.016682,0.032844,-0.02751,0.015342,0.031713,-0.066051,-0.025201,-0.012164,0.032702,0.018386,0.00504,0.006688,-0.016578,-0.00429,-0.013598,0.002396,-0.021584,0.008363,0.012963,-0.007664,-0.002566,0.020621,-0.036305,-0.024478,-0.004211,0.002595,-0.055251,0.006827,-0.017204,0.019219,-0.003948,-0.006924,0.026927,-0.018942,0.002529,0.019897,-0.013587,0.005897,0.023433,-0.017188,-0.027086,-0.005335,-0.011192,-0.038871,0.029296,-0.050961,0.010149,0.039887,0.009294,-0.018444,0.007906,0.009656,0.00263,0.001584,0.043753,-0.006772
90,龅,2.0,0.016986,0.009114,-0.042402,-0.026375,0.003658,-0.011791,-0.006427,0.019561,-0.037528,-0.027899,0.00615,0.04944,-0.018181,-0.029481,-0.028135,-0.045481,-0.004649,-0.008968,0.017491,-0.008702,-0.027352,-0.010209,-0.001817,-0.001903,-0.010465,0.026294,0.012083,0.014979,0.025228,0.027218,-0.018791,0.002622,0.033418,-0.00193,-0.006276,0.029267,-0.016531,0.025948,0.010098,-0.006643,0.003569,-0.034451,-0.001425,-0.015,-0.013054,0.014556,0.005696,0.013858,-0.012675,-0.022534,-0.011507,-0.030637,0.030986,0.000671,-0.030033,-0.022429,-0.007917,0.01088,0.033804,0.028299,-0.01913,-0.001279,-0.019495,0.019435,-0.023914,-0.008044,-0.030621,-0.003199,-0.009519,-0.006456,0.000275,0.01787,-0.00615,-0.018805,0.018911,-0.004879,0.012653,-0.010215,-0.013141,0.007904,-0.025953,-0.014305,-0.011482,-0.024741,-0.008104,-0.024443,-0.003266,-0.016354,-0.009656,-0.002229,-0.019882,0.04031,-0.022861,0.034706,-0.021938,-0.00097,-0.002861,-0.004276,0.00296,0.033078
91,桑叶,4.0,0.050241,0.007088,-0.105366,0.00542,0.018374,-0.111862,0.120182,-0.024958,0.088854,0.011152,0.043729,0.008601,-0.025194,-0.080749,0.055611,-0.00978,-0.092122,0.042449,-0.082087,0.043957,-0.007523,0.113658,0.060085,0.027747,-0.094746,-0.001777,0.041846,-0.011747,0.058334,-0.049783,0.06512,-0.108315,-0.03258,-0.092718,0.027376,-0.015796,-0.054157,-0.053043,-0.047976,-0.074189,0.061801,0.000503,0.022427,-0.040407,-0.005361,0.022159,0.041736,0.01622,-0.021536,0.037452,0.095533,-0.039457,-0.018812,0.096514,0.043109,-0.112986,0.120581,-0.033555,0.044634,0.025328,-0.0896,-0.003883,-0.007697,0.112562,0.009391,0.021148,-0.016201,0.018813,0.066519,0.04838,-0.018467,0.020085,0.030059,0.107618,-0.048151,-0.076721,-0.013021,-0.007705,0.025722,0.069735,-0.012326,-0.032307,0.025569,0.114621,0.07628,-0.132247,-0.008627,-0.037682,0.076347,-0.058391,-0.049309,0.009764,-0.057266,-0.05584,0.033326,0.077012,-0.03609,-0.010457,-0.006908,0.139542
